Title,Date,Rating,Genre,Director,IMDB
Metallica: Some Kind of Monster,2/16/2018,3,Documentary,"Joe Berlinger, Bruce Sinofsky",http://www.imdb.com/title/tt0387412/
The Revenant,2/22/2018,4,Drama,"Alejandro G. Iñárritu",http://www.imdb.com/title/tt1663202/
Borg McEnroe,2/23/2018,3,Biography,Janus Metz,http://www.imdb.com/title/tt5727282/
Tigerland,2/23/2018,3,Drama,Joel Schumacher,http://www.imdb.com/title/tt0170691/
"Summer '82: When Zappa Came to Sicily",2/24/2018,3,Documentary,Salvo Cuccia,http://www.imdb.com/title/tt3124986/
Mute,2/25/2018,3,Sci-Fi,Duncan Jones,http://www.imdb.com/title/tt1464763/
Last Knights,2/29/2018,2,Action,Kazuaki Kiriya,http://www.imdb.com/title/tt2493486/
Deadpool,3/4/2018,4,Action,Tim Miller,http://www.imdb.com/title/tt1431045/
David Brent: Life on the Road,3/5/2018,2,Comedy,Ricky Gervais,http://www.imdb.com/title/tt3137630/
Sisters,3/6/2018,2,Comedy,Jason Moore,http://www.imdb.com/title/tt1850457/
Annihilation,3/12/2018,4,Adventure,Alex Garland,http://www.imdb.com/title/tt2798920/
Wild Wild Country,3/19/2018,4,Documentary,"Chapman Way, Maclain Way",http://www.imdb.com/title/tt7768848/
Secret in Their Eyes,3/22/2018,2,Crime,Billy Ray,http://www.imdb.com/title/tt1741273/
The Defiant Ones,3/23/2018,3,Documentary,Allen Hughes,http://www.imdb.com/title/tt6958022/
The Witch,3/24/2018,3,Horror,Robert Eggers,http://www.imdb.com/title/tt4263482/
The Florida Project,3/25/2018,3,Drama,Sean Baker,http://www.imdb.com/title/tt5649144/
Looking for Johnny,3/28/2018,2,Documentary,Danny Garcia,http://www.imdb.com/title/tt2974068/
Sir Doug and the Genuine Texas Cosmic Groove,3/30/2018,4,Documentary,Joe Nick Patoski,http://www.imdb.com/title/tt4438990/
Sigur Rós: Heima,3/30/2018,3,Documentary,Dean DeBlois,http://www.imdb.com/title/tt1094594/
Rapture,3/30/2018,4,Documentary,,http://www.imdb.com/title/tt7981052
R.I.P.D.,3/31/2018,2,Action,Robert Schwentke,http://www.imdb.com/title/tt0790736/
Valerian and the City of a Thousand Planets,4/5/2018,3,Action,Luc Besson,http://www.imdb.com/title/tt2239822/
England Is Mine,4/6/2018,2,Biography,Mark Gill,http://www.imdb.com/title/tt3717804/
Surburbicon,4/8/2018,2,Crime,George Clooney,http://www.imdb.com/title/tt0491175/
American Psycho,4/9/2018,3,Crime,Mary Harron,http://www.imdb.com/title/tt0144084/
Reincarnated,4/11/2018,2,Documentary,Andy Capper,http://www.imdb.com/title/tt2312602/
Heat,4/13/2018,4,Crime,Michael Mann,http://www.imdb.com/title/tt0113277/
Black Snake Moan,4/18/2018,3,Drama,Craig Brewer,https://www.imdb.com/title/tt0462200/
Smokin' Aces,4/19/2018,3,Action,Joe Carnahan,https://www.imdb.com/title/tt0475394/
The Alienist,4/21/2018,3,Drama,Jakob Verbruggen,https://www.imdb.com/title/tt4604612/
Public Enemies,4/22/2018,3,Biography,Michael Mann,https://www.imdb.com/title/tt1152836/
Kodachrome,4/23/2018,2,Drama,Mark Raso,https://www.imdb.com/title/tt1880399/
Empire Records,4/28/2018,2,Comedy,Allan Moyle,https://www.imdb.com/title/tt0112950/
First They Killed My Father,4/28/2018,4,Biography,Angelina Jolie,https://www.imdb.com/title/tt4882376/
Hampstead,5/06/2018,2,Comedy,Joel Hopkins,https://www.imdb.com/title/tt5153236/
All the President's Men,5/08/2018,4,Biography,Alan J. Pakula,https://www.imdb.com/title/tt0074119/
Evil Genius: The True Story of America's Most Diabolical Bank Heist,5/09/2018,4,Documentary,"Barbara Schroeder,Trey Borzillieri",https://www.imdb.com/title/tt8342862/
Lost In Space,5/12/2018,3,Sci-Fi,Neil Marshall,https://www.imdb.com/title/tt5232792/
Once Upon a Time in Venice,5/19/2018,2,Action,Mark Cullen,https://www.imdb.com/title/tt4694544/
Be Cool,5/20/2018,1,Comedy,F. Gary Gray,https://www.imdb.com/title/tt0377471/
Cargo,5/21/2018,3,Drama,"Ben Howling, Yolanda Ramke",https://www.imdb.com/title/tt3860916/
Svengali,5/24/2018,2,Comedy,John Hardwick,https://www.imdb.com/title/tt2262175/
Batman v Superman: Dawn of Justice,5/25/2018,2,Action,Zack Snyder,https://www.imdb.com/title/tt2975590/
The Man Who Knew Infinity,6/2/2018,3,Biography,Matthew Brown,https://www.imdb.com/title/tt0787524/
Resident Evil: Afterlife,6/12/2018,2,Action,Paul W.S. Anderson,https://www.imdb.com/title/tt1220634/
Warcraft: The Beginning,6/14/2018,3,Action,Duncan Jones,https://www.imdb.com/title/tt0803096/
Bad Brains: A Band in DC,6/15/2018,3,Documentary,"Ben Logan, Mandy Stein",https://www.imdb.com/title/tt2243163/
The Trust,6/18/2018,2,Crime,"Alex Brewer, Benjamin Brewer",https://www.imdb.com/title/tt3733774/
"Every Everything: The Music, Life & Times of Grant Hart",6/19/2018,3,Documentary,Gorman Bechard,https://www.imdb.com/title/tt2191618/
Captain America: Civil War,6/26/2018,2,Action,"Anthony Russo, Joe Russo",https://www.imdb.com/title/tt3498820/
The Boat That Rocked,6/27/2018,3,Comedy,Richard Curtis,https://www.imdb.com/title/tt1131729/
Blow,6/30/2018,3,Biography,Ted Demme,https://www.imdb.com/title/tt0221027/
Scarface,6/30/2018,4,Crime,Brian De Palma,https://www.imdb.com/title/tt0086250/
Eric Clapton: Life in 12 Bars,7/1/2018,4,Documentary,Lili Fini Zanuck,https://www.imdb.com/title/tt6498644/
Cobain: Montage of Heck,7/2/2018,3,Documentary,Brett Morgen,https://www.imdb.com/title/tt4229236/
Sleepers,7/4/2018,4,Drama,Barry Levinson,https://www.imdb.com/title/tt0117665/
Black Mass,7/5/2018,3,Crime,Scott Cooper,https://www.imdb.com/title/tt1355683/
Tau, 7/9/2018,2,Sc-Fi,Federico D'Alessandro,https://www.imdb.com/title/tt4357394/
47 Ronin,7/9/2018,3,Action,Carl Rinsch,https://www.imdb.com/title/tt1335975/
Best in Show,7/18/2018,3,Comedy,Christopher Guest,https://www.imdb.com/title/tt0218839/
Free State of Jones,7/18/2018,3,Drama,Gary Ross,https://www.imdb.com/title/tt1124037/
How It Ends,7/18/2018,1,Action,David M. Rosenthal,https://www.imdb.com/title/tt5246700/
Jarhead,7/19/2018,3,Drama,Sam Mendes,https://www.imdb.com/title/tt0418763/
Children of Men,7/19/2018,4,Drama,Alfonso Cuarón,https://www.imdb.com/title/tt0206634/
The Outsider,7/21/2018,3,Drama,Martin Zandvliet,https://www.imdb.com/title/tt2011311/
Imperial Dreams,7/25/2018,3,Drama,Malik Vitthal,https://www.imdb.com/title/tt3331028/
Sad Vacation,7/26/2018,3,Documentary,Danny Garcia,https://www.imdb.com/title/tt3691270/
Extinction,7/28/2018,1,Sci-Fi,Ben Young,https://www.imdb.com/title/tt3201640/
What Happened to Monday,7/30/2018,3,Sci-Fi,Tommy Wirkola,https://www.imdb.com/title/tt1536537/
Jason Bourne,8/3/2018,2,Action,Paul Greengrass,https://www.imdb.com/title/tt4196776/
Wind River,8/9/2018,4,Crime,Taylor Sheridan,https://www.imdb.com/title/tt5362988/
Spy Game,8/10/2018,3,Thriller,Tony Scott,https://www.imdb.com/title/tt0266987/
Calibre,8/11/2018,3,Thriller,Matt Palmer, https://www.imdb.com/title/tt6218358/
The Party,8/18/2018,3,Comedy,Sally Potter,https://www.imdb.com/title/tt5814592/
Paddington 2,8/29/2018,3,Animation,Paul King,https://www.imdb.com/title/tt4468740/
Trust,9/20/2018,3,Biography,Simon Beaufoy,https://www.imdb.com/title/tt5664952/
"I, Tonya",10/01/2018,3,Biography,Craig Gillespie,https://www.imdb.com/title/tt5580036/
Mollys Game,10/04/2018,3,Biography,Aaron Sorkin,https://www.imdb.com/title/tt4209788/
The Post, 10/04/2018,3,Biography,Steven Spielberg,https://www.imdb.com/title/tt6294822/
The Commuter,10/05/2018,2,Action,Jaume Collet-Serra,https://www.imdb.com/title/tt1590193/
Semi-Pro,10/12/2018,2,Comedy,Kent Alterman,https://www.imdb.com/title/tt0839980/
War Dogs,10/13/2018,3,Drama,Todd Phillips,https://www.imdb.com/title/tt2005151/
Mr. Woodcock,10/14/2018,2,Comedy,Craig Gillespie,https://www.imdb.com/title/tt0419984/
Once Upon a Time in Queens,10/20/2018,2,Drama,David Rodriguez,https://www.imdb.com/title/tt1639397/
Looking Glass,10/20/2018,1,Thriller,Tim Hunter,https://www.imdb.com/title/tt6083648/
Turning Green,10/21/2018,3,Drama,"Michael Aimette, John G. Hofmann",https://www.imdb.com/title/tt0420978/
The Hammer,10/22/2018,2,Documentary,Scott Hornsby,https://www.imdb.com/title/tt3096900/
American Experience: Walt Disney,10/21/2018,4,Documentary,Sarah Colt,https://www.imdb.com/title/tt5028698/
The Mercy,10/26/2018,3,Biography,James Marsh,https://www.imdb.com/title/tt3319730/
"Westwood: Punk, Icon, Activist",10/27/2018,3,Documentary,Lorna Tucker,https://www.imdb.com/title/tt4378628/
The Equalizer,10/27/2018,3,Action,Antoine Fuqua,https://www.imdb.com/title/tt0455944/
"Don't Worry, He Won't Get Far on Foot",10/28/2018,4,Biography,Gus Van Sant,https://www.imdb.com/title/tt6288124/
Hot Rod,10/30/2018,2,Comedy,Akiva Schaffer,https://www.imdb.com/title/tt0787475/
Outlaw King,11/07/2018,3,Action,David Mackenzie,https://www.imdb.com/title/tt6679794/
Quincy,11/10/2018,4,Documentary,"Alan Hicks, Rashida Jones",https://www.imdb.com/title/tt7440432/
Dr Strange,11/12/2018,3,Action,Scott Derrickson,https://www.imdb.com/title/tt1211837/
Den of Thieves,11/15/2018,3,Action,Christian Gudegast,https://www.imdb.com/title/tt1259528/
Fantastic Beasts: The Crimes of Grindelwald,11/21/2018,2,Adventure,David Yates,https://www.imdb.com/title/tt4123430/
The Ballad of Buster Scruggs,11/22/2018,3,Comedy,"Ethan Coen, Joel Coen",https://www.imdb.com/title/tt6412452/
Rogue One,11/25/2018,3,Sci-Fi,Gareth Edwards,https://www.imdb.com/title/tt3748528/
My Generation,11/30/2018,3,Documentary,David Batty,https://www.imdb.com/title/tt6264954/
Hangman,12/1/2018,2,Crime,Johnny Martin,https://www.imdb.com/title/tt3011960/
The Infiltrator,12/1/2018,3,Biography,Brad Furman,https://www.imdb.com/title/tt1355631/
Passengers,12/6/2018,3,Sci-Fi,Morten Tyldum,https://www.imdb.com/title/tt1355644/
Fred,12/6/2018,3,Documentary,Paul Van Carter,https://www.imdb.com/title/tt7240298/
Tomb Raider,12/11/2018,2,Action,Roar Uthaug,https://www.imdb.com/title/tt1365519/
Who Killed Jam Master Jay?,12/15/2018,2,Documentary,Brian Oakes,https://www.imdb.com/title/tt9046560/
How to Talk to Girls at Parties,12/20/2018,2,Comedy,John Cameron Mitchell,https://www.imdb.com/title/tt3859310/
Mowgli: Legend of the Jungle,12/21/2018,3,Adventure,Andy Serkis,https://www.imdb.com/title/tt2388771/
Bird Box,12/21/2018,4,Drama,Susanne Bier,https://www.imdb.com/title/tt2737304/
T2 Trainspotting,12/26/2018,3,Drama,Danny Boyle,https://www.imdb.com/title/tt2763304/
Southern Fury,12/27/2018,2,Action,Steven C. Miller,https://www.imdb.com/title/tt5580536/
Journeyman,12/28/2018,4,Drama,Paddy Considine,https://www.imdb.com/title/tt5314118/
American Honey,12/30/2018,3,Drama,Andrea Arnold,https://www.imdb.com/title/tt3721936/
