Title,Date,Rating,Genre,Director,IMDB
Redacted,5/14/2009,1,Crime,Brian De Palma,http://www.imdb.com/title/tt0937237/
Intacto,5/18/2009,4,Thriller,Juan Carlos Fresnadillo,http://www.imdb.com/title/tt0220580/
Kidulthood,5/18/2009,3,Drama,Menhaj Huda,http://www.imdb.com/title/tt0435680/
Tropic Thunder,5/22/2009,3,Comedy,Ben Stiller,http://www.imdb.com/title/tt0942385/
Conspiracy,5/27/2009,1,Action,Adam Marcus,http://www.imdb.com/title/tt1043838/
Wanted,5/27/2009,3,Action,Timur Bekmambetov,http://www.imdb.com/title/tt0493464/
Pride and Glory,6/1/2009,3,Crime,Gavin O'Connor,http://www.imdb.com/title/tt0482572/
Immortal,6/4/2009,2,Action,"Eric Jacobus, Chelsea Steffensen",http://www.imdb.com/title/tt0893492/
Laissez Passer,6/4/2009,3,Biography,Bertrand Tavernier,http://www.imdb.com/title/tt0269461/
Donkey Punch,6/8/2009,2,Drama,Oliver Blackburn,http://www.imdb.com/title/tt0988849/
Snake Eyes,6/8/2009,2,Crime,Brian De Palma,http://www.imdb.com/title/tt0120832/
Death Sentence,6/11/2009,3,Action,James Wan,http://www.imdb.com/title/tt0804461/
Elegy,6/11/2009,3,Drama,Isabel Coixet,http://www.imdb.com/title/tt0974554/
Persepolis,6/15/2009,3,Animation,"Vincent Paronnaud, Marjane Satrapi",http://www.imdb.com/title/tt0808417/
The Reader,6/15/2009,4,Drama,Stephen Daldry,http://www.imdb.com/title/tt0976051/
L'heure d'ÈtÈ ,6/17/2009,3,Drama,Olivier Assayas,http://www.imdb.com/title/tt0836700/
Max Payne,6/18/2009,2,Action,John Moore,http://www.imdb.com/title/tt0467197/
Eden Lake,6/21/2009,3,Horror,James Watkins,http://www.imdb.com/title/tt1020530/
Wah-Wah,6/25/2009,4,Drama,Richard E. Grant,http://www.imdb.com/title/tt0419256/
The Escapist,6/29/2009,3,Crime,Rupert Wyatt,http://www.imdb.com/title/tt0961728/
The Kite Runner,6/29/2009,4,Drama,Marc Foster,http://www.imdb.com/title/tt0419887/
The Daytrippers,7/2/2009,2,Comedy,Greg Mottola,http://www.imdb.com/title/tt0116041/
Faintheart,7/2/2009,2,Comedy,Vito Rocco,http://www.imdb.com/title/tt1080012/
Ghost Town,7/6/2009,3,Comedy,David Koepp,http://www.imdb.com/title/tt0995039/
The Rocker,7/6/2009,3,Comedy,Peter Cattaneo,http://www.imdb.com/title/tt1031969/
War Inc.,7/8/2009,2,Action,Joshua Seftel,http://www.imdb.com/title/tt0884224/
House!,7/10/2009,2,Horror,Robby Henson,http://www.imdb.com/title/tt0837796/
Detroit Rock City,7/13/2009,3,Comedy,Adam Rifkin,http://www.imdb.com/title/tt0165710/
The Baader-Meinhof Complex,7/20/2009,4,Biography,Uli Edel,http://www.imdb.com/title/tt0765432/
Napola,7/20/2009,3,Drama,Dennis Gansel,http://www.imdb.com/title/tt0384369/
Puffball,7/27/2009,2,Fantasy,Nicholas Roeg,http://www.imdb.com/title/tt0484881/
Space Buddies,7/27/2009,3,Adventure,Robert Vince,http://www.imdb.com/title/tt1164647/
Taken,7/27/2009,3,Action,Pierre Morel,http://www.imdb.com/title/tt0936501/
88 Minutes,9/1/2009,3,Drama,Jon Avnet,http://www.imdb.com/title/tt0411061/
Burn After Reading,9/1/2009,4,Comedy,"Ethan Coen, Joel Coen",http://www.imdb.com/title/tt0887883/
The Duchess,9/7/2009,3,Biography,Saul Dibb,http://www.imdb.com/title/tt0864761/
Inkheart,9/7/2009,3,Adventure,Iain Softley,http://www.imdb.com/title/tt0494238/
Quantum of Solace,9/7/2009,3,Action,Marc Foster,http://www.imdb.com/title/tt0830515/
Stone of Destiny,9/13/2009,3,Adventure,Charles Martin Smith,http://www.imdb.com/title/tt1037156/
Three and Out,9/14/2009,2,Comedy,Jonathan Gershfield,http://www.imdb.com/title/tt1130980/
Valkyrie,9/14/2009,3,Drama,Bryan Singer,http://www.imdb.com/title/tt0985699/
The Day the Earth Stood Still,9/21/2009,2,Sci-Fi,Scott Derrickson,http://www.imdb.com/title/tt0970416/
The Wrestler,9/21/2009,4,Drama,Darren Aronofsky,http://www.imdb.com/title/tt1125849/
Defiance,9/25/2009,3,Drama,Edward Zwick,http://www.imdb.com/title/tt1034303/
Yes Man,10/6/2009,3,Comedy,Peyton Reed,http://www.imdb.com/title/tt1068680/
Papillon,10/12/2009,4,Biography,Franklin J. Schaffner,http://www.imdb.com/title/tt0070511/
Gimme Shelter,10/14/2009,3,Documentary,"Albert Maysles, David Maysles",http://www.imdb.com/title/tt0065780/
Body of Lies,10/15/2009,3,Ridley Scott,Action,http://www.imdb.com/title/tt0758774/
How To Lose Friends And Alienate People,10/19/2009,3,Drama,Philippe Claudel,http://www.imdb.com/title/tt1068649/
Le conseguenze dell'amore,10/23/2009,4,Crime,Paolo Sorrentino,http://www.imdb.com/title/tt0398883/
Nick and Norah's Infinite Playlist,10/27/2009,3,Comedy,Peter Sollett,http://www.imdb.com/title/tt0981227/
Telstar,11/2/2009,3,Biography,Nick Moran,http://www.imdb.com/title/tt1068669/
The Band's Visit,11/3/2009,4,Comedy,Eran Kolirin,http://www.imdb.com/title/tt1032856/
Che - Part Two,11/6/2009,3,Biography,Steven Soderbergh,http://www.imdb.com/title/tt0374569/
Il y a longtemps que je t'aime,11/6/2009,3,Drama,Philippe Claudel,http://www.imdb.com/title/tt1068649/
I Served the King of England,11/10/2009,3,Drama,JirÌ Menzel,http://www.imdb.com/title/tt0284363/
Beverly Hills Chihuahua,11/13/2009,2,Adventure,Raja Gosnell,http://www.imdb.com/title/tt1014775/
Martyrs,11/14/2009,3,Drama,Pascal Laugier,http://www.imdb.com/title/tt1029234/
La graine et le mulet,11/17/2009,4,Drama,Abdellatif Kechiche,http://www.imdb.com/title/tt0487419/
Go,11/19/2009,3,Comedy,Doug Liman,http://www.imdb.com/title/tt0139239/
Gonzo - The Life and Work of Dr. Hunter S. Thompson,11/20/2009,4,Documentary,Alex Gibney,http://www.imdb.com/title/tt0479468/
2010 : The Year We Make Contact,11/24/2009,3,Sci-Fi,Peter Hyams,http://www.imdb.com/title/tt0086837/
Aimee And Jaguar,11/24/2009,3,Drama,Max F‰rberbˆck,http://www.imdb.com/title/tt0130444/
Bolt,11/25/2009,4,Animation,"Byron Howard, Chris Williams",http://www.imdb.com/title/tt0397892/
Sex Drive,11/27/2009,1,Adventure,Sean Anders,http://www.imdb.com/title/tt1135985/
Beyond The Clouds,12/1/2009,2,Drama,"Michelangelo Antonioni, Wim Wenders",http://www.imdb.com/title/tt0114086/
Push,12/1/2009,2,Action,Paul McGuigan,http://www.imdb.com/title/tt0465580/
Australia,12/4/2009,4,Adventure,Baz Luhrmann,http://www.imdb.com/title/tt0455824/
Notorious,12/4/2009,3,Biography,George Tillman Jr.,http://www.imdb.com/title/tt0472198/
Doubt,12/8/2009,4,Drama,John Patrick Shanley,http://www.imdb.com/title/tt0918927/
Butterfly On A Wheel,12/10/2009,1,Crime,Mike Barker,http://www.imdb.com/title/tt0489664/
Seven Pounds,12/11/2009,2,Drama,Gabriele Muccino,http://www.imdb.com/title/tt0814314/
Bedtime Stories,12/15/2009,3,Comedy,Adam Shankman,http://www.imdb.com/title/tt0960731/
We Own the Night,12/15/2009,4,Crime,James Gray,http://www.imdb.com/title/tt0498399/
A Christmas Tale,12/21/2009,3,Comedy,Arnaud Desplechin,http://www.imdb.com/title/tt0993789/
Gran Torino,12/22/2009,4,Drama,Clint Eastwood,http://www.imdb.com/title/tt1205489/
Revolutionary Road,12/22/2009,3,Drama,Sam Mendes,http://www.imdb.com/title/tt0959337/
Cashback,12/30/2009,3,Comedy,Sean Ellis,http://www.imdb.com/title/tt0460740/
Transformers,12/30/2009,3,Action,Michael Bay,http://www.imdb.com/title/tt0418279/
