Title,Date,Rating,Genre,Director,IMDB
Danny Says,3/7/2017,3,Documentary,Brendan Toller,http://www.imdb.com/title/tt4485246/
Love,3/10/2017,3,Comedy,"Judd Apatow, Lesley Arfin, Paul Rust",http://www.imdb.com/title/tt46180/
The Sunshine Makers,3/16/2017,2,Documentary,Cosmo Feilding-Mellen,http://www.imdb.com/title/tt4456270/
Toast,3/17/2017,3,Drama,S.J. Clarkson,http://www.imdb.com/title/tt1658851/
The Young Offenders,3/17/2017,3,Comedy,Peter Foott,http://www.imdb.com/title/tt4714568/
The Big Lebowski,3/18/2017,4,Comedy,"Joel Coen, Ethan Coen",http://www.imdb.com/title/tt118715/
Why Stop Now?,3/18/2017,2,Drama,"Phil Dorling, Ron Nyswaner",http://www.imdb.com/title/tt1853643/
A Hologram for the King,3/19/2017,2,Drama,Tom Tykwer,http://www.imdb.com/title/tt298210/
Kill the Messenger,3/19/2017,3,Biography,Michael Cuesta,http://www.imdb.com/title/tt1216491/
Jane Got A Gun,3/20/2017,3,Action,Gavin O'Connor,http://www.imdb.com/title/tt214037/
Inglourious Basterds,3/23/2017,4,Drama,"Quentin Tarantino, Eli Roth",http://www.imdb.com/title/tt361748/
Get on Up,3/23/2017,3,Biography,Tate Taylor,http://www.imdb.com/title/tt247362/
Network,3/24/2017,4,Drama,Sidney Lumet,http://www.imdb.com/title/tt074958/
We Were Soldiers,3/25/2017,2,Drama,Randall Wallace,http://www.imdb.com/title/tt277434/
Fight Club,3/25/2017,4,Drama,David Fincher,http://www.imdb.com/title/tt137523/
World War Z,3/29/2017,3,Action,Marc Forster,http://www.imdb.com/title/tt816711/
21,3/30/2017,3,Crime,Robert Luketic,http://www.imdb.com/title/tt47887/
Inspired To Ride,3/31/2017,4,Documentary,Mike Dion,http://www.imdb.com/title/tt434740/
Deuces,4/1/2017,1,Drama,Jamal Hill,http://www.imdb.com/title/tt58166/
Now You See Me 2,4/1/2017,3,Action,Jon M. Chu,http://www.imdb.com/title/tt311958/
Jobs,4/1/2017,3,Biography, Joshua Michael Stern,http://www.imdb.com/title/tt2357129/
Control,4/2/2017,4,Biography,Anton Corbijn,http://www.imdb.com/title/tt42182/
Jimi: All Is by My Side,4/2/2017,3,Biography,John Ridley,http://www.imdb.com/title/tt24285/
Hunt for the Wilderpeople,4/7/2017,4,Drama,Taika Waititi,http://www.imdb.com/title/tt4698684/
Brotherhood,4/8/216,2,Crime,Noel Clarke,http://www.imdb.com/title/tt5193784/
Silicon Cowboys,4/12/216,3,Documentary,Jason Cohen,http://www.imdb.com/title/tt4938484/
Win It All,4/14/2017,2,Drama,Joe Swanberg,http://www.imdb.com/title/tt3155328/
The Violators,4/14/2017,3,Drama,Helen Walsh,http://www.imdb.com/title/tt387672/
300: Rise of an Empire,4/15/2017,3,Action,Noam Murro,http://www.imdb.com/title/tt1253863/
Adult Life Skills,4/16/2017,4,Drama,Rachel Tunnard,http://www.imdb.com/title/tt421144
The Book Thief,4/16/2017,3,Drama,Brian Percival,http://www.imdb.com/title/tt816442/
Godzilla,4/17/2017,3,Action,Gareth Edwards,http://www.imdb.com/title/tt831387/
Bones Brigade: An Autobiography,4/18/2017,4,Documentary,Stacy Peralta,http://www.imdb.com/title/tt2129928/
Kid Cannabis,4/20/2017,2,Biography,John Stockwell,http://www.imdb.com/title/tt78548/
The Neon Demon,4/21/2017/,3,Horror,Nicolas Winding Refn,http://www.imdb.com/title/tt1974419/
Inherent Vice,4/28/2017,3,Drama,Paul Thomas Anderson,http://www.imdb.com/title/tt1791528
The Magnificent Seven,4/28/2017,3,Action,Antoine Fuqua,http://www.imdb.com/title/tt244435/
Ben Hur,4/29/2017,2,Action,Timur Bekmambetov,http://www.imdb.com/title/tt2638144/
Captain Fantastic,4/30/2017,4,Drama,Matt Ross,http://www.imdb.com/title/tt3553976/
Focus,4/30/2017,3,Crime,"Glenn Ficarra, John Requa",http://www.imdb.com/title/tt2381941/
Seven Years in Tibet,5/1/2017,3,Biography,Jean-Jacques Annaud,http://www.imdb.com/title/tt1212/
Screwed,5/2/2017,2,Crime,Reg Traviss,http://www.imdb.com/title/tt1727816/
Anvil: The Story of Anvil,5/3/2017,3,Docuemtary,Sacha Gervasi,http://www.imdb.com/title/tt115765/
Aliens,5/5/2017,4,Sci-Fi,James Cameron,http://www.imdb.com/title/tt0965/
Crash,5/6/2017,4,Drama,Paul Haggis,http://www.imdb.com/title/tt375679/
Donnie Brasco,5/7/2017,3,Crime,Mike Newell,http://www.imdb.com/title/tt11908/
Supremacy,5/8/2017,2,Drama,Deon Taylor,http://www.imdb.com/title/tt2245151/
Run All Night,5/8/2017,2,Crime,Jaume Collet-Serra,http://www.imdb.com/title/tt2199571/
Jim: The James Foley Story,5/10/2017,3,Documentary,Brian Oakes,http://www.imdb.com/title/tt5278466/
Matchstick Men,5/11/2017,3,Crime,Ridley Scott,http://www.imdb.com/title/tt32585/
Suicide Squad,5/12/2017,3,Action,David Ayer,http://www.imdb.com/title/tt1386697/
Ex Machina,5/12/2017,3,Sci-Fi,Alex Garland,http://www.imdb.com/title/tt47752/
Woman in Gold,5/13/2017,3,Biography,Simon Curtis,http://www.imdb.com/title/tt244425/
Mash,5/14/2017,3,Comedy,Robert Altman,http://www.imdb.com/title/tt06626/ 
Alien: Covenant,5/14/2017,3,Sci-Fi,Ridley Scott,http://www.imdb.com/title/tt231624/
Small Crimes,5/17/2017,3,Drama,E.L. Katz,http://www.imdb.com/title/tt5717492/
Shepherds and Butchers,5/18/2017,3,Drama,Oliver Schmitz,http://www.imdb.com/title/tt4627352/
Kill the Irishman,5/23/2017,3,Crime,Jonathan Hensleigh,http://www.imdb.com/title/tt1416801/
The Nice Guys,5/24/2017,3,Action,Shane Black,http://www.imdb.com/title/tt3799694/
The Hot Spot,5/26/2017,2,Crime,Dennis Hopper,http://www.imdb.com/title/tt0099797/
Camp X-Ray,5/28/2017,3,Drama,Peter Sattler,http://www.imdb.com/title/tt2994190/
War on Everyone,6/1/2017,2,Crime,John Michael McDonagh,http://www.imdb.com/title/tt3708886/
Il capitale umano,6/4/2017,3,Drama,Paolo Virzì,http://www.imdb.com/title/tt2465578/
Long Strange Trip,6/15/2017,3,Documentary,Amir Bar-Lev,http://www.imdb.com/title/tt4143508/
Gringo: The Dangerous Life of John McAfee,6/17/2017,3,Documentary,Nanette Burstein,http://www.imdb.com/title/tt6071534/
Nobody Speak: Trials of the Free Press,6/30/2017,3,Documentary,Brian Knappenberger,http://www.imdb.com/title/tt6333064/
The Circle,6/30/2017,3,Drama,James Ponsoldt,http://www.imdb.com/title/tt4287320/
Westworld,7/5/2017,3,Sci-Fi,Michael Crichton,http://www.imdb.com/title/tt0070909/
The Girl on the Train,7/6/2017,3,Crime,Tate Taylor,http://www.imdb.com/title/tt3631112/
The Preppie Connection,7/9/2017,2,Crime,Joseph Castelo,http://www.imdb.com/title/tt2654572/
The Wannabe,7/15/2017,2,Crime,Nick Sandow,http://www.imdb.com/title/tt3059816/
Mission: Impossible - Rogue Nation,7/16/2017,3,Action,Christopher McQuarrie,http://www.imdb.com/title/tt2381249/
Jack Ryan: Shadow Recruit,7/17/2017,2,Action,Kenneth Branagh,http://www.imdb.com/title/tt1205537/
Blackball,7/22/2017,2,Comedy,Mel Smith,http://www.imdb.com/title/tt0337879/     
Mr Nice,7/23/2017,3,Biography,Bernard Rose,http://www.imdb.com/title/tt1183911/
V for Vendetta,7/28/2017,3,Action,James McTeigue,http://www.imdb.com/title/tt0434409/
"Houston, We Have a Problem!",8/2/2017,4,Documentary,Ziga Virc,http://www.imdb.com/title/tt5518022/
Icarus,8/3/2017,4,Documentary,Bryan Fogel,http://www.imdb.com/title/tt6333060/
Mad Max: Fury Road,8/3/2017,4,Action,George Miller,http://www.imdb.com/title/tt1392190/
Eagles of Death Metal: Nos Amis (Our Friends),8/10/17,4,Documentary,Colin Hanks,http://www.imdb.com/title/tt6212934/
True Story,8/10/17,3,Crime,Robert Goold,http://www.imdb.com/title/tt2273657/
Self/less,8/11/17,2,Action,Tarsem Singh,http://www.imdb.com/title/tt2140379/
American Pastoral,8/12/17,3,Drama,Ewan McGregor,http://www.imdb.com/title/tt0376479/
Arrival,8/12/17,3,Sci-Fi,Denis Villeneuve,http://www.imdb.com/title/tt2543164/
This Is 40,8/23/17,2,Comedy,Judd Apatow,http://www.imdb.com/title/tt1758830/
Marvel's The Defenders, 8/24/17,3,Action,"Douglas Petrie, Marco Ramirez",http://www.imdb.com/title/tt4230076/
The Bad Education Movie,9/12/17,1,Comedy,Elliot Hegarty,http://www.imdb.com/title/tt4660980/
Spectre,9/13/17,3,Action,Sam Mendes,http://www.imdb.com/title/tt2379713/
Straight Outta Compton,9/17/17,3,Biography,F. Gary Gray,http://www.imdb.com/title/tt1398426/
Foo Fighters: Back and Forth,9/20/17,3,Documentary,James Moll,http://www.imdb.com/title/tt1853563/
SHOT! The Psycho-Spiritual Mantra of Rock,9/21/17,3,Documentary,Barney Clay,http://www.imdb.com/title/tt3044562/
Gaga: Five Foot Two,9/22/17,2,Documentary,Chris Moukarbel,http://www.imdb.com/title/tt7291268/
The Man from U.N.C.L.E.,9/26/17,3,Action,Guy Ritchie,http://www.imdb.com/title/tt1638355/
A Monster Calls,9/28/17,3,Drama,J.A. Bayona,http://www.imdb.com/title/tt3416532/
Lion,9/30/17,4,Biography,Garth Davis,http://www.imdb.com/title/tt3741834/
Heckle,9/30/17,2,Drama,Robbie Moffat,http://www.imdb.com/title/tt2463848
Blade Runner 2049,10/5/17,4,Sci-Fi,Denis Villeneuve,http://www.imdb.com/title/tt1856101/
Snowden,10/12/17,3,Biography,Oliver Stone,http://www.imdb.com/title/tt3774114/
Moonlight,10/13/17,3,Drama,Barry Jenkins,http://www.imdb.com/title/tt4975722/
The Walk,10/14/17,3,Biography,Robert Zemeckis,http://www.imdb.com/title/tt3488710/
Capitalism: A Love Story,10/30/17,3,Docuemntary,Michael Moore,http://www.imdb.com/title/tt1232207/
The Meyerowitz Stories (New and Selected),10/30/17,3,Comedy,Noah Baumbach,http://www.imdb.com/title/tt5536736/
Crossfire Hurricane,11/1/17,3,Documentary,Brett Morgen,http://www.imdb.com/title/tt2370140/
Blood Road,11/4/17,3,Documentary,Nicholas Schrunk,http://www.imdb.com/title/tt6900092/
Los Punks: We Are All We Have,11/7/17/,3,Documentary,Angela Boatwright,http://www.imdb.com/title/tt4934152/
The Past is a Grotesque Animal,11/7/17/,3,Documentary,Jason Miller,http://www.imdb.com/title/tt3072636/
Predator,11/9/17,3,Action,John McTiernan,http://www.imdb.com/title/tt0093773/
Se7en,11/10/17,4,Crime,David Fincher,http://www.imdb.com/title/tt0114369/
Williams,11/11/17,3,Documentary,Morgan Matthews,http://www.imdb.com/title/tt6981046/
La La Land,11/11/17,3,Comedy,Damien Chazelle,http://www.imdb.com/title/tt3783958/
The Glamour & the Squalor,11/12/17,3,Documentary,Marq Evans,http://www.imdb.com/title/tt2817294/
The Color of Noise,11/13/17,3,Documentary,Eric Robel,http://www.imdb.com/title/tt4532654/
The Runaways,11/14/17,3,Biography,Floria Sigismondi,http://www.imdb.com/title/tt1017451/
As the Palaces Burn,11/14/17,3,Documentary,Don Argott,http://www.imdb.com/title/tt2571782/
Long Time Running,11/15/17,3,Documentary,Jennifer Baichwal,http://www.imdb.com/title/tt7043176/
The Program,11/15/17,3,Biography,Stephen Frears,http://www.imdb.com/title/tt3083008/
6 Days,11/17/17,3,Drama,Toa Fraser,http://www.imdb.com/title/tt4703048/
The Martian,11/18/17,4,Sci-Fi,Ridley Scott,http://www.imdb.com/title/tt3659388/
Mudbound,11/21/17,4,Drama,Dee Rees,http://www.imdb.com/title/tt2396589/
Pawn Sacrifice,11/23/17,4,Biography,Edward Zwick,http://www.imdb.com/title/tt1596345/
Dough,11/26/17,2,Comedy,John Goldschmidt,http://www.imdb.com/title/tt1517471/
Godless,11/27/17,4,Western,Scott Frank,http://www.imdb.com/title/tt5516154/
Voyeur,11/30/17,3,Documentary,"Myles Kane, Josh Koury",http://www.imdb.com/title/tt7588790/
America Recycled,11/30/17,3,Documentary,"Noah Hussin, Timothy Hussin",http://www.imdb.com/title/tt4626564/
Hired Gun,12/01/17,3,Documentary,Fran Strine,http://www.imdb.com/title/tt4026034/
Hacksaw Ridge,12/02/17,4,Biography,Mel Gibson,http://www.imdb.com/title/tt2119532/
Scott Pilgrim vs. the World,12/03/2017,3,Action,Edgar Wright,http://www.imdb.com/title/tt0446029/
We Steal Secrets: The Story of WikiLeaks,12/07/2017,3,Documentary,Alex Gibney,http://www.imdb.com/title/tt1824254/
