Title,Date,Rating,Genre,Director,IMDB
Alexander,5/14/2006,1,Action,Oliver Stone,http://www.imdb.com/title/tt0346491/
March of the Penguins,5/14/2006,4,Documentary,Luc Jacquet,http://www.imdb.com/title/tt0428803/
Dark Water,5/23/2006,4,Horror,Walter Salles,http://www.imdb.com/title/tt0382628/
Le Diner De Cons,5/23/2006,3,Comedy,Francis Veber,http://www.imdb.com/title/tt0119038/
Cellular,5/29/2006,2,Action,David R Ellis,http://www.imdb.com/title/tt0337921/
Kinky Boots,5/29/2006,2,Comedy,Julian Jarrold,http://www.imdb.com/title/tt0434124/
Transporter 2,6/1/2006,3,Action,Louis Leterrier,http://www.imdb.com/title/tt0388482/
Harry Potter and the Goblet of Fire,6/5/2006,4,Adventure,Mike Newell,http://www.imdb.com/title/tt0330373/
Nanny McPhee,6/5/2006,3,Comedy,Kirk Jones,http://www.imdb.com/title/tt0396752/
Sideways,6/8/2006,4,Comedy, Alexander Payne,http://www.imdb.com/title/tt0375063/
Casshern,6/11/2006,2,Sci-fi,Kazuaki Kiriya,http://www.imdb.com/title/tt0405821/
A Cinderella Story,6/15/2006,1,Comedy ,Mark Rosman,http://www.imdb.com/title/tt0356470/
Fantastic Four,6/18/2006,3,Action,Tim Story,http://www.imdb.com/title/tt0120667/
Wedding Crashers,6/18/2006,3,Comedy,David Dobkin,http://www.imdb.com/title/tt0396269/
Valiant,6/22/2006,2,Animation,Gary Chapman,http://www.imdb.com/title/tt0361089/
Gothika,6/28/2006,4,Horror,Mathieu Kassovitz,http://www.imdb.com/title/tt0348836/
Mystic River,6/28/2006,3,Crime,Clint Eastwood,http://www.imdb.com/title/tt0327056/
Inside Deep Throat,7/2/2006,2,Documentary,"Fenton Bailey, Randy Barbato",http://www.imdb.com/title/tt0418753/
Big Fish,7/6/2006,4,Adventure,Tim Burton,http://www.imdb.com/title/tt0319061/
Swimming Pool,7/9/2006,3,Thriller,FranÁois Ozon,http://www.imdb.com/title/tt0324133/
Wasabi,7/10/2006,3,Action,GÈrard Krawczyk,http://www.imdb.com/title/tt0281364/
The Chorus,7/16/2006,4,Drama,Christophe Barratier,http://www.imdb.com/title/tt0372824/
Stuck On You,7/23/2006,3,Comedy,"Bobby Farrelly, Peter Farrelly",http://www.imdb.com/title/tt0338466/
Aeon Flux,7/25/2006,2,Action,Karyn Kusama,http://www.imdb.com/title/tt0402022/
Serenity,7/25/2006,3,Sci-Fi,Joss Whedon,http://www.imdb.com/title/tt0379786/
The Libertine,7/30/2006,1,Drama,Laurence Dunmore,http://www.imdb.com/title/tt0375920/
DiG!,8/3/2006,4,Documentary,Ondi Timoner,http://www.imdb.com/title/tt0388888/
House Of Sand And Fog,8/3/2006,4,Drama,Vadim Perelman,http://www.imdb.com/title/tt0315983/
Sex Lives Of The Potato Men,8/7/2006,1,Comedy,Andy Humphries,http://www.imdb.com/title/tt0368259/
Tsotsi,8/9/2006,4,Crime,Gavin Hood,http://www.imdb.com/title/tt0468565/
Enduring Love,8/13/2006,4,Drama,Roger Michell,http://www.imdb.com/title/tt0375735/
Be Cool,8/20/2006,2,Comedy,F. Gary Gray,http://www.imdb.com/title/tt0377471/
Ma Femme Est Une Actrice,8/20/2006,3,Comedy,Yvan Attal,http://www.imdb.com/title/tt0269499/
Get Shorty,8/24/2006,4,Comedy,Barry Sonnenfeld,http://www.imdb.com/title/tt0113161/
The Producers,8/28/2006,4,Comedy,Mel Brooks,http://www.imdb.com/title/tt0063462/
The Chronicles of Narnia - The Lion the Witch and the Wardrobe,9/3/2006,4,Adventure,Andrew Adamson,http://www.imdb.com/title/tt0363771/
Merci La Vie,9/3/2006,2,Drama,Bertrand Blier,http://www.imdb.com/title/tt0102436/
Ray,9/7/2006,4,Biography,Taylor Hackford,http://www.imdb.com/title/tt0350258/
Syriana,9/11/2006,4,Drama,Stephen Gaghan,http://www.imdb.com/title/tt0365737/
Code 46,9/18/2006,4,Drama,Michael Winterbottom,http://www.imdb.com/title/tt0345061/
Look at Me,9/18/2006,2,Comedy,AgnËs Jaoui ,http://www.imdb.com/title/tt0374583/
Jarhead,9/21/2006,3,Biography,Sam Mendes,http://www.imdb.com/title/tt0418763/
Shattered Glass,9/24/2006,2,Drama,Billy Ray,http://www.imdb.com/title/tt0323944/
Decade Under The Influence,9/25/2006,4,Documentary,Ted Demme,http://www.imdb.com/title/tt0342275/
Jay And Silent Bob Strike Back,10/1/2006,3,Comedy,Kevin Smith,http://www.imdb.com/title/tt0261392/
OldBoy,10/2/2006,2,Drama,Chan-wook Park,http://www.imdb.com/title/tt0364569/
Black Mask,10/4/2006,1,Action,Daniel Lee,http://www.imdb.com/title/tt0115693/
Last Exit To Brooklyn,10/4/2006,3,Drama,Uli Edel,http://www.imdb.com/title/tt0097714/
The Gift,10/10/2006,4,Crime,Sam Raimi,http://www.imdb.com/title/tt0219699/
The Trench,10/10/2006,1,Drama,William Boyd,http://www.imdb.com/title/tt0161010/
Kekexili - Mountain Patrol,10/15/2006,2,Action,Chuan Lu,http://www.imdb.com/title/tt0386651/
According To Spencer,10/16/2006,2,Comedy,Shane Edelman,http://www.imdb.com/title/tt0272440/
The Prince Of Egypt,10/18/2006,2,Animation,"Brenda Chapman, Steve Hickner",http://www.imdb.com/title/tt0120794/
Lord Of War,10/23/2006,4,Crime,Andrew Niccol,http://www.imdb.com/title/tt0399295/
Primer,10/23/2006,3,Drama,Shane Carruth,http://www.imdb.com/title/tt0390384/
The Princess And the Warrior,10/24/2006,4,Drama,Tom Tykwer,http://www.imdb.com/title/tt0203632/
Small Faces,10/30/2006,4,Drama,Gillies MacKinnon,http://www.imdb.com/title/tt0114474/
Boiler Room,11/2/2006,3,Thriller,Ben Younger,http://www.imdb.com/title/tt0181984/
In My Father's Den,11/7/2006,3,Mystery,Brad McGann,http://www.imdb.com/title/tt0385017/
Switchblade Romance,11/7/2006,3,Horror,Alexandre Aja,http://www.imdb.com/title/tt0338095/
Clockers,11/14/2006,3,Drama,Spike Lee,http://www.imdb.com/title/tt0112688/
Jamon Jamon,11/14/2006,3,Comedy,Bigas Luna,http://www.imdb.com/title/tt0104545/
Proof,11/16/2006,4,Drama,John Madden,http://www.imdb.com/title/tt0377107
Bring It On Again,11/21/2006,1,Comedy,Damon Santostefano,http://www.imdb.com/title/tt0334965/
Saw,11/21/2006,1,Horror,James Wan,http://www.imdb.com/title/tt0387564/
Saw II,11/21/2006,1,Horror,Darren Lynn Bousman,http://www.imdb.com/title/tt0432348/
In the Mood for Love,11/24/2006,2,Drama,Kar Wai Wong,http://www.imdb.com/title/tt0118694/
A History of Violence,11/27/2006,2,Crime,David Cronenberg,http://www.imdb.com/title/tt0399146/
Everything Is Illuminated,11/27/2006,2,Comedy, Liev Schreiber,http://www.imdb.com/title/tt0404030/
Central Station,12/4/2006,4,Drama,Walter Salles,http://www.imdb.com/title/tt0140888/
Gorgeous,12/4/2006,1,Action,Vincent Kok,http://www.imdb.com/title/tt0184526/
Cinderella Man,12/11/2006,4,Biography,Ron Howard,http://www.imdb.com/title/tt0352248/
King Kong,12/11/2006,3,Action,Peter Jackson,http://www.imdb.com/title/tt0360717/
Take The Lead,12/11/2006,1,Drama,Liz Friedlander,http://www.imdb.com/title/tt0446046/
The Heart Is Deceitful Above All Things,12/18/2006,2,Drama, Asia Argento,http://www.imdb.com/title/tt0368774/
Lemming,12/18/2006,4,Drama,Dominik Moll,http://www.imdb.com/title/tt0415932/
Stoned,12/21/2006,3,Biography,Stephen Wolley,http://www.imdb.com/title/tt0426627/
Underworld: Evolution,12/27/2006,1,Action,Len Wiseman,http://www.imdb.com/title/tt0401855/
Tristram Shandy: A Cock and Bull Story,12/29/2006,3,Comedy,Michael Winterbottom,http://www.imdb.com/title/tt0423409/
Zathura,12/29/2006,3,Action,Jon Favreau,http://www.imdb.com/title/tt0406375/
